sentence,word,POS
מורשע הוא מי שנמצא אשם במשפט,מי,ADV
מורשע הוא מי שנמצא אשם במשפט,ש,SCONJ
מורשע הוא מי שנמצא אשם במשפט,נמצא,VERB
מורשע הוא מי שנמצא אשם במשפט,אשם,ADJ
מורשע הוא מי שנמצא אשם במשפט,ב,ADP
מורשע הוא מי שנמצא אשם במשפט,משפט,NOUN
שופט ובורר הם תפקידים דומים,שופט,NOUN
שופט ובורר הם תפקידים דומים,ו,CCONJ
שופט ובורר הם תפקידים דומים,בורר,PROPN
שופט ובורר הם תפקידים דומים,הם,AUX
שופט ובורר הם תפקידים דומים,תפקידים,NOUN
שופט ובורר הם תפקידים דומים,דומים,ADJ
אפוטרופוס הוא מי שאחראי על אדם אחר,אפוטרופוס,NOUN
אפוטרופוס הוא מי שאחראי על אדם אחר,הוא,AUX
אפוטרופוס הוא מי שאחראי על אדם אחר,מי,ADV
אפוטרופוס הוא מי שאחראי על אדם אחר,ש,SCONJ
אפוטרופוס הוא מי שאחראי על אדם אחר,אחראי,ADJ
אפוטרופוס הוא מי שאחראי על אדם אחר,על,ADP
אפוטרופוס הוא מי שאחראי על אדם אחר,אדם,NOUN
אפוטרופוס הוא מי שאחראי על אדם אחר,אחר,ADJ
בן הוא מי שיש אדם אחר שהוא האב שלו,בן,NOUN
בן הוא מי שיש אדם אחר שהוא האב שלו,הוא,PRON
בן הוא מי שיש אדם אחר שהוא האב שלו,מי,ADV
בן הוא מי שיש אדם אחר שהוא האב שלו,ש,SCONJ
בן הוא מי שיש אדם אחר שהוא האב שלו,יש,VERB
בן הוא מי שיש אדם אחר שהוא האב שלו,אדם,NOUN
בן הוא מי שיש אדם אחר שהוא האב שלו,אחר,ADJ
בן הוא מי שיש אדם אחר שהוא האב שלו,ה,DET
בן הוא מי שיש אדם אחר שהוא האב שלו,אב,NOUN
בן הוא מי שיש אדם אחר שהוא האב שלו,של_,ADP
בן הוא מי שיש אדם אחר שהוא האב שלו,_הוא,PRON
לדוג פירשו לאסוף דג מהמים,לדוג,VERB
לדוג פירשו לאסוף דג מהמים,פירשו,VERB
לדוג פירשו לאסוף דג מהמים,ל,ADP
לדוג פירשו לאסוף דג מהמים,אסוף,NOUN
לדוג פירשו לאסוף דג מהמים,דג,NOUN
לדוג פירשו לאסוף דג מהמים,מ,ADP
לדוג פירשו לאסוף דג מהמים,ה,DET
לדוג פירשו לאסוף דג מהמים,מים,NOUN
לקטוף פירושו לאסוף פרי מהעץ,ל,ADP
לקטוף פירושו לאסוף פרי מהעץ,קטוף,NOUN
לקטוף פירושו לאסוף פרי מהעץ,פירוש_,NOUN
לקטוף פירושו לאסוף פרי מהעץ,_של_,ADP
לקטוף פירושו לאסוף פרי מהעץ,_הוא,PRON
לקטוף פירושו לאסוף פרי מהעץ,אסוף,VERB
לקטוף פירושו לאסוף פרי מהעץ,פרי,NOUN
לקטוף פירושו לאסוף פרי מהעץ,מ,ADP
לקטוף פירושו לאסוף פרי מהעץ,ה,DET
לקטוף פירושו לאסוף פרי מהעץ,עץ,NOUN
לאפות פירושו לאסוף פרי מהעץ,לאפות,ADV
לאפות פירושו לאסוף פרי מהעץ,פירוש_,NOUN
לאפות פירושו לאסוף פרי מהעץ,_של_,ADP
לאפות פירושו לאסוף פרי מהעץ,_הוא,PRON
לאפות פירושו לאסוף פרי מהעץ,ל,ADP
לאפות פירושו לאסוף פרי מהעץ,אסוף,VERB
לאפות פירושו לאסוף פרי מהעץ,פרי,NOUN
לאפות פירושו לאסוף פרי מהעץ,מ,ADP
לאפות פירושו לאסוף פרי מהעץ,ה,DET
לאפות פירושו לאסוף פרי מהעץ,עץ,NOUN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,להקפיא,VERB
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,זו,PRON
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,ה,DET
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,פעולה,NOUN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,ש,SCONJ
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,מבצעים,VERB
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,ל,ADP
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,שם,NOUN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,הכנת,NOUN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,גליד_,NOUN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,_של_,ADP
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,_היא,PRON
לקלף פירושו להסיר את הקליפה,לקלף,VERB
לקלף פירושו להסיר את הקליפה,פירוש_,NOUN
לקלף פירושו להסיר את הקליפה,_של_,ADP
לקלף פירושו להסיר את הקליפה,_הוא,PRON
לקלף פירושו להסיר את הקליפה,להסיר,VERB
לקלף פירושו להסיר את הקליפה,את,ADP
לקלף פירושו להסיר את הקליפה,ה,DET
לקלף פירושו להסיר את הקליפה,קליפה,NOUN
מיתרים מחוברים לגוף הכינור,מיתרים,NOUN
מיתרים מחוברים לגוף הכינור,מחוברים,VERB
מיתרים מחוברים לגוף הכינור,ל,ADP
מיתרים מחוברים לגוף הכינור,גוף,NOUN
מיתרים מחוברים לגוף הכינור,ה,DET
מיתרים מחוברים לגוף הכינור,כינור,NOUN
נרות מונחים על הפמוט,נרות,NOUN
נרות מונחים על הפמוט,מונחים,VERB
נרות מונחים על הפמוט,על,ADP
נרות מונחים על הפמוט,ה,DET
נרות מונחים על הפמוט,פמוט,NOUN
שיניים מחוברים לגוף המזלג,שיניים,NOUN
שיניים מחוברים לגוף המזלג,מחוברים,VERB
שיניים מחוברים לגוף המזלג,ל,ADP
שיניים מחוברים לגוף המזלג,גוף,NOUN
שיניים מחוברים לגוף המזלג,ה,DET
שיניים מחוברים לגוף המזלג,מזלג,NOUN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),דפים,NOUN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ב,ADP
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ה_,DET
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ספר,NOUN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),מחוברים,VERB
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ל,ADP
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),כריכה,NOUN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),(,PUNCT
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ה,DET
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),חלק,NOUN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),חיצוני,ADJ
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),של,ADP
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),),PUNCT
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),צבעים,NOUN
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),מאפשרים,AUX
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),ל,ADP
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),מכחול,NOUN
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),לבצע,VERB
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),את,ADP
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),פעולה_,NOUN
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),_של_,ADP
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),_הוא,PRON
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),(,PUNCT
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),לצבוע,VERB
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),),PUNCT
.חייב הוא אדם שיש לו חוב,.,PUNCT
ספרן הוא מי שעובד במקום שבו מוצג ספר,ספרן,NOUN
ספרן הוא מי שעובד במקום שבו מוצג ספר,הוא,AUX
ספרן הוא מי שעובד במקום שבו מוצג ספר,מי,ADV
ספרן הוא מי שעובד במקום שבו מוצג ספר,ש,SCONJ
ספרן הוא מי שעובד במקום שבו מוצג ספר,עובד,VERB
ספרן הוא מי שעובד במקום שבו מוצג ספר,ב,ADP
ספרן הוא מי שעובד במקום שבו מוצג ספר,ה_,DET
ספרן הוא מי שעובד במקום שבו מוצג ספר,מקום,NOUN
ספרן הוא מי שעובד במקום שבו מוצג ספר,ב_,ADP
ספרן הוא מי שעובד במקום שבו מוצג ספר,_הוא,PRON
ספרן הוא מי שעובד במקום שבו מוצג ספר,מוצג,VERB
ספרן הוא מי שעובד במקום שבו מוצג ספר,ספר,NOUN
שיכר הוא משקה חריף שעלול לגרום לשכרות,שיכר,NOUN
שיכר הוא משקה חריף שעלול לגרום לשכרות,הוא,AUX
שיכר הוא משקה חריף שעלול לגרום לשכרות,משקה,NOUN
שיכר הוא משקה חריף שעלול לגרום לשכרות,חריף,ADJ
שיכר הוא משקה חריף שעלול לגרום לשכרות,ש,SCONJ
שיכר הוא משקה חריף שעלול לגרום לשכרות,עלול,AUX
שיכר הוא משקה חריף שעלול לגרום לשכרות,לגרום,VERB
שיכר הוא משקה חריף שעלול לגרום לשכרות,ל,ADP
שיכר הוא משקה חריף שעלול לגרום לשכרות,שכרות,NOUN
דבר מנופה הוא דבר שהועבר דרך נפה,דבר,NOUN
דבר מנופה הוא דבר שהועבר דרך נפה,מ,ADP
דבר מנופה הוא דבר שהועבר דרך נפה,נופה,NOUN
דבר מנופה הוא דבר שהועבר דרך נפה,הוא,AUX
דבר מנופה הוא דבר שהועבר דרך נפה,ש,SCONJ
דבר מנופה הוא דבר שהועבר דרך נפה,הועבר,VERB
דבר מנופה הוא דבר שהועבר דרך נפה,דרך,ADP
דבר מנופה הוא דבר שהועבר דרך נפה,נפה,NOUN
כרסתן הוא אדם שיש לו כרס,כרסתן,PROPN
כרסתן הוא אדם שיש לו כרס,הוא,AUX
כרסתן הוא אדם שיש לו כרס,אדם,NOUN
כרסתן הוא אדם שיש לו כרס,ש,SCONJ
כרסתן הוא אדם שיש לו כרס,יש,VERB
כרסתן הוא אדם שיש לו כרס,ל_,ADP
כרסתן הוא אדם שיש לו כרס,_הוא,PRON
כרסתן הוא אדם שיש לו כרס,כרס,NOUN
מסעד מאפשר לאדם להיות שעון,מסעד,NOUN
מסעד מאפשר לאדם להיות שעון,מאפשר,AUX
מסעד מאפשר לאדם להיות שעון,ל,ADP
מסעד מאפשר לאדם להיות שעון,ה_,DET
מסעד מאפשר לאדם להיות שעון,אדם,NOUN
מסעד מאפשר לאדם להיות שעון,להיות,AUX
מסעד מאפשר לאדם להיות שעון,שעון,NOUN
ארוחה מאפשרת לאדם להפסיק להיות רעב,ארוחה,NOUN
ארוחה מאפשרת לאדם להפסיק להיות רעב,מאפשרת,AUX
ארוחה מאפשרת לאדם להפסיק להיות רעב,ל,ADP
ארוחה מאפשרת לאדם להפסיק להיות רעב,ה_,DET
ארוחה מאפשרת לאדם להפסיק להיות רעב,אדם,NOUN
ארוחה מאפשרת לאדם להפסיק להיות רעב,להפסיק,VERB
ארוחה מאפשרת לאדם להפסיק להיות רעב,להיות,AUX
ארוחה מאפשרת לאדם להפסיק להיות רעב,רעב,ADJ
שמיכה מאפשרת לאדם להיות מכוסה,שמיכה,NOUN
שמיכה מאפשרת לאדם להיות מכוסה,מאפשרת,AUX
שמיכה מאפשרת לאדם להיות מכוסה,ל,ADP
שמיכה מאפשרת לאדם להיות מכוסה,ה_,DET
שמיכה מאפשרת לאדם להיות מכוסה,אדם,NOUN
שמיכה מאפשרת לאדם להיות מכוסה,להיות,AUX
שמיכה מאפשרת לאדם להיות מכוסה,מכוסה,VERB
כדי שעיפרון יעבוד היטב עליו להיות מחודד,כדי,ADP
כדי שעיפרון יעבוד היטב עליו להיות מחודד,ש,SCONJ
כדי שעיפרון יעבוד היטב עליו להיות מחודד,עיפרון,NOUN
כדי שעיפרון יעבוד היטב עליו להיות מחודד,יעבוד,VERB
כדי שעיפרון יעבוד היטב עליו להיות מחודד,היטב,ADV
כדי שעיפרון יעבוד היטב עליו להיות מחודד,עליו,AUX
כדי שעיפרון יעבוד היטב עליו להיות מחודד,להיות,AUX
כדי שעיפרון יעבוד היטב עליו להיות מחודד,מחודד,ADJ
קשה להרים משא כלשהו אם הוא כבד,קשה,AUX
קשה להרים משא כלשהו אם הוא כבד,להרים,VERB
קשה להרים משא כלשהו אם הוא כבד,משא,NOUN
קשה להרים משא כלשהו אם הוא כבד,כלשהו,PRON
קשה להרים משא כלשהו אם הוא כבד,אם,SCONJ
קשה להרים משא כלשהו אם הוא כבד,הוא,PRON
