year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases
FA21,b,NITE,2,לח:רטוב,לח הוא תיאור לדבר רטוב במקצת,קליל:קל,קליל הוא תיאור לדבר קל מאוד,ארכני:ארוך,ארכני הוא תיאור לדבר ארוך מדי,שביר:שבור,שביר הוא תיאור לדבר שהופך בקלות לשבור,אדמדם:אדום,אדמדם הוא תיאור לדבר אדום במקצת,4,0,0
FA21,b,NITE,3,מופע:הדרן,הדרן הוא קטע הופעה נוסף שהאומן מצבע לאחר סוף המופע,ספר:נספח,נספח הוא קטע קריאה נוסף שמובא לאחר סוף הספר,תמונה:מסגרת,מסגרת תוחמת את התמונה,מחזה:מערכה,מערכה היא חלק מהמחזה,שיר:פזמון,פזמון הוא חלק שחוזר על עצמו מתוך שיר,1,0,0
FA21,b,NITE,4,לפורר:פירורים,לפורר פירושו להפוך משהו לפירורים,לרסק:רסק,לרסק פירושו להפוך משהו לרסק,לקלף:קליפה,לקלף פירושו להסיר את הקליפה ממשהו,להמליח:מלח,להמליח פירושו להוסיף מלח למשהו,לנסר:נסורת,לנסר פירושו לחתוך בעזרת מסור כאשר תוצר הלוואי של החיתוך הוא נסורת,1,0,0
FA21,b,NITE,5,כבש את יצרו:להתפתות,אדם כבש את יצרו עשה זאת במטרה שלא להתפתות,יצא בשן ועין:להיפגע,"אדם אשר יצא בשן ועין יצא בנזק חמור, כלומר הוא לא הצליח שלא להיפגע",נמלך בדעתו:להחליט,אדם אשר נמלך בדעתו עשה את ההפך מלהחליט,פתח סגור ליבו:להסתיר,"אדם אשר פתח סגור ליבו גילה את מה שישי בליבו. כלומר, עשה את ההפך מלהסתיר",חשק שפתיו:לדבר,אדם אשר חשק שפתיו עשה זאת במטרה שלא לדבר,4,0,1
FA21,b,NITE,6,כאן:הנה,פירושה של המילה הנה הוא לכאן,חזית:אחורה,פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ימין:ימינה,פירושה של המילה ימינה הוא לימין,תחת:מתחת,מתחת היא מילה נרדפת למילה תחת,פנים:בתוך,בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,2,1,0
SU21,a,NITE,1,הרמת ידיים:כניעה,הרמת ידיים היא פעולה המבטאת כניעה,פיהוק:שינה,פיהוק הוא פעולה שמבטאת עייפות וצורך בשינה,הנהון:הסכמה,הנהון היא פעולה המבטאת הסכמה,עיטוש:הצטננות,עיטוש הוא תסמין לכך שלמישהו יש הצטננות,חיוך:שמחה,חיוך הוא הבעת פנים המעידה על שמחה,2,0,1
SU21,a,NITE,2,לצותת:הקשיב,שם הפועל לצותת פירושו שמישהו הקשיב לאחר ללא רשות,לאיים:הרתיע,שם הפועל לאיים פירושו שמישהו הרתיע אדם אחר,לגנוב:לקח,שם הפועל לגנוב פירושו שמישהו לקח מאחר ללא רשות,להרביץ:הכה,שם הפועל להרביץ פירושו שמישהו היכה אדם אחר,לרדוף:נמלט,שפ הפועל לרדוף פירושו שמישהו רדף אחרי אדם אחר שנמלט,2,1,0
SU21,a,NITE,3,ארון בגדים:בגד,ארון בגדים הוא המקום שבו מאחסנים בגד שלא נמצא בשימוש כרגע,תבנית:עוגה,תבנית היא כלי שבו מכינים עוגה,מלון:חדר,מלון הוא מקום שבו ניתן לשכור חדר,גינה:פרח,גינה היא מקום שבו גדל פרח,חניון:מכונית,חניון הוא מקום שבו מאחסנים מכונית שלא נמצאת בשימוש כרגע,4,0,1
SU21,a,NITE,4,מגובב:סדר,מגובב הוא תיאור לדבר שאין בו סדר,מוצפן:פשר,"מוצפן הוא תיאור לדבר שרשום בקוד, ויש לפענח אותו כדי להבן את הפשר שלו",תזזיתי:מנוחה,תזזיתי הוא תיאור לאדם שאין לו מנוחה,אלמותי:חיים,אלמותי הוא מי שהחיים שלו נמשכים לנצח,צעיר:גיל,"צעיר הוא מי שאינו מבוגר, שהכיל שלו קטן",2,1,0
SU21,a,NITE,5,התיילד:מבוגר,"מי שהתילד העמיד פנים שהוא ההפך ממבוגר, כלומר ילד",התרושש:עשיר,"מי שהתרושש הפך להיות ההפך מעשיר, כלומר עני",הכחיש:אשם,מי שהכחיש טען שהוא אינו אשם,הבליג:כועס,מי שהבליג התאפק ולא הגיב לדבר מה למרות שהוא כועס,התחלה:בריא,"מי שהתחלה העמיד פנים שהוא ההפך מבריא, כלומר חולה",4,1,0
SU21,a,NITE,6,בנקל:קושי,דבר שנעשה בנקל הוא דבר שנעשה ללא קושי,טיפין טיפין:הדרגה,"דבר שנעשה טיפין טיפין הוא דבר שנעשה בהדרגה, לא בבת אחת",להרף עין:פרק זמן,דבר שנעשה להרף עין הוא דבר שענשה ללא תשומת לב,כלאחר יד:תשומת לב,דבר שנעשה כלאחר יד הוא דבר שנעשה ללא תשומת לב,בדיעבד:מעשה,בדיעבד פירושו לאחר מעשה,3,0,1
SU21,b,NITE,1,מחושב:שיקול דעת,מחושב הוא אדם בעל שיקול דעת,סבלן:אורך רוח,סבלן הוא אדם בעל אורך רוח,משכיל:כובד ראש,"משכיל הוא מי שיש לו ידע רב, בכובד ראש פירושו ברצינות",אביון:אוזלת יד,"אביון הוא אדם עני, אוזלת יד היא חוסר יכולת לעשות דבר מה",פזרן:רוחב לב,"פזרן הוא אדם בזבזן, רוחב לב פירושו נדיבות",1,0,1
SU21,b,NITE,2,גרזן:לברא,"לברא היא פעולה שעושים באמצעות גרזן (""לברא"" - לכרות עצים)",באר:לשאוב,לשאוב היא פעולה של העלאת מים מן הבאר,נעל:לחלוץ,לחלוץ היא פעולה של הורדת נעל,אריג:לארוג,לארוג היא פעולה של הכנת אריג,מזרק:לחסן,לחסן היא פעולה שעושים באמצעות מזרק,4,0,0
SU21,b,NITE,3,דרך:מהמורה,מהמורה היא שיבוש בדרך שמפריע לשימוש בה,גשם:בצורת,בצורת היא מצב שבו יורד מעט מאוד גשם,גשר:תהום,"תהום היא מקום עמוק, שניתן לחצות באמצעות גשר",אוויר:תקר,תקר הוא חור בגלגל שגורם ליציאת אוויר ממנו,עדשה:שריטה,שריטה היא שיבוש בעדשה שמפריע לשימוש בה,4,0,0
SU21,b,NITE,4,מהנה:הנאה,דבר מהנה הוא דבר שגורם לתחושת הנאה,מצחין:צחנה,דבר מצחין הוא דבר שעולה ממנו צחנה,מפחיד:פחד,דבר מפחיד הוא דבר שגורם לתחושת פחד,מקנא:קנאה,מי שמקנא חש קנאה כלפי מישהו אחר,מקשיב:קשב,מי שמקשיב לאדם אחר מפנה לו את הקשב שלו,2,0,0
SU21,b,NITE,5,הדיר את רגליו:פקד,מי שהדיר את רגליו לא פקד מקום מסוים,חשק את שפתיו:דיבר,מי שחשק את שפתיו לא דיבר,העלה חרס בידו:נכשל,מי שהעלה חרס בידו נכשל בדבר מה,נמלט בעוד שיניו:ניצל,מי שנמלט בעור שיניו ניצל מדבר מה,מרט את עצביו:הרגיע,"מי שמרט את עצביו של אחר, עשה את הפעולה ההפוכה מהרגיע",1,0,1
SU21,b,NITE,6,לולייני:סליל,דבר לולייני הוא דבר שצורתו היא צורת סליל,מחודד:כידון,מחודד הוא תכונתו של כידון,סגלגל:ביצה,דבר סגלגל הוא דבר שצורתו היא צורת ביצה,מקורזל:שיער,מקורזל הוא תכונתו של שיער מתולתל,גבשושי:בליטה,גבשושי הוא דבר שיש לו בליטה או בליטות,2,1,0
SP21,a,NITE,1,פיהוק:עייפות,פיהוק הוא סממן גופני שמצביע על עייפות,תמרור:זהירות,תמרור הוא שלט שמוצב בצד הכביש או בסביבתו ומטרתו היא לגרום למשתמשים בדרך לנהוג בזהירות,שער שיבה:זקנה,שער שיבה הוא סממן גופני שמצביע על זקנה,יום הולדת:גיל,יום הולדת הוא היום שבוא מציינים את השינוי בגיל,קביים:צליעה,קביים הם כלי שמסייע לאדם להתמודד עם צליעה,2,1,1
SP21,a,NITE,2,לא דובים ולא יער:לאשר,"הביטוי ""לא דובים ולא יער"" מטרתו לא לאשר דבר מסויים","לא, תודה:להציע","הביטוי ""לא תודה"" מטרתו לסרב לדבר שאדם אחר מעוניין להציע",לא נורא:לנחם,"הביטוי ""לא נורא"" מטרתו לנחם אדם אחר",בוז:לשבח,"הביטוי ""בוז"" מטרתו לא לשבח דבר מסויים",ניחא:להסכים,"הביטוי ""ניחא"" מטרתו להסכים עם דבר מסוים בלית ברירה",3,0,1
SP21,a,NITE,3,שמאלה:מימין,"כשאדם נמצא שמאלה ביחס לדבר מסוים, הדבר למעשה נמצא מימין אל האדם",קדימה:מאחורי,"כשאדם נמצא קדימה ביחס לדבר מסוים, הדבר למעשה נמצא מאחורי האדם",מזרח:מערב,מזרח הוא הצד הנגדי למערב,ראשון:לפני,"האדם שעומד ראשון, הוא מי שעומד לפני כל השאר",מול:מנגד,"אדם שעומד מול אדם אחר, למעשה עומד מנגד לו",1,0,0
SP21,a,NITE,4,חייב:חוב,.חייב הוא אדם שיש לו חוב,ספרן:ספר,ספרן הוא מי שעובד במקום שבו מוצג ספר,שיכר:שכרות,שיכר הוא משקה חריף שעלול לגרום לשכרות,כרסתן:כרס,כרסתן הוא אדם שיש לו כרס,מנופה:נפה,דבר מנופה הוא דבר שהועבר דרך נפה,3,1,0
SP21,a,NITE,5,לפרז:תותח,.לפרז זה ליצור אזור שאין בו דברים (כלי נשק) כדוגמת תותח,לגלען:פרי,לגלען זה להוציא את הגלעין מהפרי,למחוק:דף,"למחוק דבר מה זה להסיר אותו מהדף, כך שלא יהיה ניתן לראותו",לברא:אלון,לברא זה ליצור אזור שאין בו דברים (עצים) כדוגמת אלון,לכרות:מחצב,לכרות זה להוציא מהאדמה מחצב.,3,0,0
SP21,a,NITE,6,מחבוא:הסתתר,מחבוא הוא מקום שבו אדם הסתתר,מקפצה:קפץ,מקפצה היא מתקן גבוה שממנו אדם קפץ,משתה:שתה,משתה הוא סעודה חגיגית רבת משתתפים שבה אדם אכל ושתה,ממלכה:מלך,ממלכה היא אזור שעליו אדם מלך.,מרבץ:רבץ,מרבץ הוא מקום שבו אדם רבץ,4,0,0
SP21,b,NITE,1,חושך מצרים:חושך,חשוך מצרים הוא חושך מוחלט,דממת מוות:דממה,דממת מוות היא דממה מוחלטת,שנת ישרים:שינה,"שנת ישרים היא שינה שקטה, ללא הפרעות",מלחמה קרה:מלחמה,מלחמה קרה היא מלחמה שאינה כוללת שימוש בכלי נשק.,שמחת עניים:שמחה,"שמחת עניים היא שמחה עלובה, על דבר מה שבדרך כלל אינו מעורר שמחה",1,0,1
SP21,b,NITE,2,השביע:נשבע,נשבע הוא מי שאדם אחר השביע אותו,הדיח:עזב,עזב הוא מי שאדם אחר הדיח אותו,הקשיב:שמע,שמע הוא מי שהקשיב לדבר מה שאדם אחר אמר לו,דובב:שתק,שתק הוא מי שאדם אחר לא דובב אותו (גרם לו לדבר),הפציר:שכנע,"שכנע הוא מי שהשפיע על אחר לעשות דבר מה, הפציר הוא מי שביקש שוב ושוב מאדם אחר לעשות דבר מה",1,0,0
SP21,b,NITE,3,פיר:מעלית,פיר הוא החלל שדרכו המעלית נעה ממקום למקום,צינור:מים,צינור הוא החלל שדרכו המים זורמים ממקום למקום,צינור:גומי,צינור יכול להיות עשוי מגומי,צינור:ברז,יש לחבר צינור לברז על מנת להזרים בתוכו מים,צינור:גינה,בעזרת צינור ניתן להשקות את הגינה,1,0,0
SP21,b,NITE,4,סגפן:הנאה,סגפן הוא מי שמתנזר מהנאה,צמחוני:בשר,צמחוני הוא מי שמתנזר מבשר,תבוסתן:הצלחה,תבוסתן הוא מי שלא מאמין ביכולתו להגיע להצלחה,מאופק:רגש,מאופק הוא מי שאינו מביע רגש,אביון:כסף,"אביון הוא מי שאין לו כסף, עני",1,0,0
SP21,b,NITE,5,דחף:אימפולסיבי,אימפולסיבי הוא מי שפועל מתוך דחף,ספק:סקפטי,סקפטי הוא מי שמטיל ספק בדברים רבים,מציאות:ראלי,ראלי הוא דבר מה שקשור למציאות,מסתורין:אניגמטי,אניגמטי הוא מי שפועל באופן מלא מסתורין,הגיון:רציונלי,רציונלי הוא מי שפועל מתוך היגיון,4,0,0
